"trawl_date","trawl_comment","lake_code","lake_name","process_date","processor","start_time","end_time","start_time.sas","end_time.sas","start_time.dat","end_time.dat","duration_mi","depth_m","trawl_number","gear_info","species_code","fish_description","species_code_comment","fish_length_mm","fish_weight_g","weight_conversion_formula","standardized_weight_g","fish_total","fish_id","preservative_code","preservative_description","sample_number","scale_book","scale_book_letter","sas_scale","sas_scale_book","age","aging_technique","aging_technique_name","source_files","source_line","trawl_unique_ID","fish_unique_ID","trawl_month","ats_year","sas_comment","time_comment","preservative_code_comment","depth_m_comment","trawl_date_comment","trawl_number_comment","program_notes","merging_update_type",".joyn"
"1984-06-26","TR 2 WEST OFFSHORE",40,"Kennedy L (Clay)","1985-02-19","18",NA,NA,NA,NA,"01:47:00","02:02:00","15",6,6,"TR",2,"Stickleback","GRAVID FEMALES",63,2.52,"std weight = weight/1.115100",NA,5,1,1,"Formalin/5weeks","1","1",NA,NA,NA,NA,NA,NA,"trawl84.dat",51900,"1984-06-26_40_6_6","1984-06-26_40_6_6_2_1_2.52_63",6,1984,NA,NA,NA,"","","","AA - Living Data Program - 2025","Single-row","x"
"1984-06-26","TR 2 WEST OFFSHORE",40,"Kennedy L (Clay)","1985-02-19","18",NA,NA,NA,NA,"01:47:00","02:02:00","15",6,6,"TR",2,"Stickleback","SUB ADULTS",63,2.52,"std weight = weight/1.115100",NA,6,1,1,"Formalin/5weeks","1","1",NA,NA,NA,NA,NA,NA,"trawl84.dat",57088,"1984-06-26_40_6_6","1984-06-26_40_6_6_2_1_2.52_63",6,1984,NA,NA,NA,"","","","AA - Living Data Program - 2025","Single-row","x"
"1984-06-26","TR 2 WEST OFFSHORE",40,"Kennedy L (Clay)","1985-02-19","18",NA,NA,NA,NA,"01:47:00","02:02:00","15",6,6,"TR",2,"Stickleback","GRAVID FEMALES",59,2.11,"std weight = weight/1.115100",NA,5,2,1,"Formalin/5weeks","1","1",NA,NA,NA,NA,NA,NA,"trawl84.dat",51903,"1984-06-26_40_6_6","1984-06-26_40_6_6_2_2_2.11_59",6,1984,NA,NA,NA,"","","","AA - Living Data Program - 2025","Single-row","x"
"1984-06-26","TR 2 WEST OFFSHORE",40,"Kennedy L (Clay)","1985-02-19","18",NA,NA,NA,NA,"01:47:00","02:02:00","15",6,6,"TR",2,"Stickleback","SUB ADULTS",59,2.11,"std weight = weight/1.115100",NA,6,2,1,"Formalin/5weeks","1","1",NA,NA,NA,NA,NA,NA,"trawl84.dat",57091,"1984-06-26_40_6_6","1984-06-26_40_6_6_2_2_2.11_59",6,1984,NA,NA,NA,"","","","AA - Living Data Program - 2025","Single-row","x"
"1984-06-26","TR 2 WEST OFFSHORE",40,"Kennedy L (Clay)","1985-02-19","18",NA,NA,NA,NA,"01:47:00","02:02:00","15",6,6,"TR",2,"Stickleback","GRAVID FEMALES",59,2.09,"std weight = weight/1.115100",NA,5,3,1,"Formalin/5weeks","1","1",NA,NA,NA,NA,NA,NA,"trawl84.dat",51906,"1984-06-26_40_6_6","1984-06-26_40_6_6_2_3_2.09_59",6,1984,NA,NA,NA,"","","","AA - Living Data Program - 2025","Single-row","x"
"1984-06-26","TR 2 WEST OFFSHORE",40,"Kennedy L (Clay)","1985-02-19","18",NA,NA,NA,NA,"01:47:00","02:02:00","15",6,6,"TR",2,"Stickleback","SUB ADULTS",59,2.09,"std weight = weight/1.115100",NA,6,3,1,"Formalin/5weeks","1","1",NA,NA,NA,NA,NA,NA,"trawl84.dat",57094,"1984-06-26_40_6_6","1984-06-26_40_6_6_2_3_2.09_59",6,1984,NA,NA,NA,"","","","AA - Living Data Program - 2025","Single-row","x"
"1984-06-26","TR 2 WEST OFFSHORE",40,"Kennedy L (Clay)","1985-02-19","18",NA,NA,NA,NA,"01:47:00","02:02:00","15",6,6,"TR",2,"Stickleback","GRAVID FEMALES",60,2.33,"std weight = weight/1.115100",NA,5,4,1,"Formalin/5weeks","1","1",NA,NA,NA,NA,NA,NA,"trawl84.dat",51909,"1984-06-26_40_6_6","1984-06-26_40_6_6_2_4_2.33_60",6,1984,NA,NA,NA,"","","","AA - Living Data Program - 2025","Single-row","x"
"1984-06-26","TR 2 WEST OFFSHORE",40,"Kennedy L (Clay)","1985-02-19","18",NA,NA,NA,NA,"01:47:00","02:02:00","15",6,6,"TR",2,"Stickleback","SUB ADULTS",60,2.33,"std weight = weight/1.115100",NA,6,4,1,"Formalin/5weeks","1","1",NA,NA,NA,NA,NA,NA,"trawl84.dat",57097,"1984-06-26_40_6_6","1984-06-26_40_6_6_2_4_2.33_60",6,1984,NA,NA,NA,"","","","AA - Living Data Program - 2025","Single-row","x"
"1984-06-26","TR 2 WEST OFFSHORE",40,"Kennedy L (Clay)","1985-02-19","18",NA,NA,NA,NA,"01:47:00","02:02:00","15",6,6,"TR",2,"Stickleback","GRAVID FEMALES",49,1.32,"std weight = weight/1.115100",NA,5,5,1,"Formalin/5weeks","1","1",NA,NA,NA,NA,NA,NA,"trawl84.dat",51912,"1984-06-26_40_6_6","1984-06-26_40_6_6_2_5_1.32_49",6,1984,NA,NA,NA,"","","","AA - Living Data Program - 2025","Single-row","x"
"1984-06-26","TR 2 WEST OFFSHORE",40,"Kennedy L (Clay)","1985-02-19","18",NA,NA,NA,NA,"01:47:00","02:02:00","15",6,6,"TR",2,"Stickleback","SUB ADULTS",49,1.32,"std weight = weight/1.115100",NA,6,5,1,"Formalin/5weeks","1","1",NA,NA,NA,NA,NA,NA,"trawl84.dat",57100,"1984-06-26_40_6_6","1984-06-26_40_6_6_2_5_1.32_49",6,1984,NA,NA,NA,"","","","AA - Living Data Program - 2025","Single-row","x"
"1984-06-26","TR 2 WEST INSHORE",40,"Kennedy L (Clay)","1985-02-19","18",NA,NA,"02:11:00","02:26:00","02:11:00","02:26:00","15",6,7,"TR",2,"Stickleback","ADULTS",52,1.55,"std weight = weight/1.115100",1.39,1,1,1,"Formalin/5weeks","1","2",NA,2,NA,NA,NA,NA,"trawl84.sas7bdat, trawl84.dat",43912,"1984-06-26_40_7_6","1984-06-26_40_7_6_2_1_1.55_52",6,1984,NA,NA,NA,"","","","AA - Living Data Program - 2025","Different values found; updated using .dat file","x"
"1984-06-26","TR 2 WEST INSHORE",40,"Kennedy L (Clay)","1985-02-19","18",NA,NA,NA,NA,"02:11:00","02:26:00","15",6,7,"TR",2,"Stickleback","GRAVID FEMALES",52,1.55,"std weight = weight/1.115100",NA,2,1,1,"Formalin/5weeks","1","1",NA,NA,NA,NA,NA,NA,"trawl84.dat",51975,"1984-06-26_40_7_6","1984-06-26_40_7_6_2_1_1.55_52",6,1984,NA,NA,NA,"","","","AA - Living Data Program - 2025","Single-row","x"
"1984-08-16","TR 5 MID LAKE",40,"Kennedy L (Clay)","1985-03-11","18",NA,NA,NA,NA,"00:42:00","00:57:00","15",6,17,"TR",2,"Stickleback","GRAVID FEMALES",55,1.92,"std weight = weight/1.115100",NA,1,1,1,"Formalin/5weeks","1","1",NA,NA,NA,NA,NA,NA,"trawl84.dat",50812,"1984-08-16_40_17_6","1984-08-16_40_17_6_2_1_1.92_55",8,1984,NA,NA,NA,"","","","AA - Living Data Program - 2025","Single-row","x"
"1984-08-16","TR 5 MID LAKE",40,"Kennedy L (Clay)","1985-03-11","18",NA,NA,NA,NA,"00:42:00","00:57:00","15",6,17,"TR",2,"Stickleback","SUB ADULTS",55,1.92,"std weight = weight/1.115100",NA,2,1,1,"Formalin/5weeks","1","1",NA,NA,NA,NA,NA,NA,"trawl84.dat",54771,"1984-08-16_40_17_6","1984-08-16_40_17_6_2_1_1.92_55",8,1984,NA,NA,NA,"","","","AA - Living Data Program - 2025","Single-row","x"
"1984-08-16","TR 5 MID LAKE",40,"Kennedy L (Clay)","1985-03-11","18",NA,NA,"00:42:00","00:57:00","00:42:00","00:57:00","15",6,17,"TR",2,"Stickleback","SUB ADULTS",58,1.85,"std weight = weight/1.115100",1.66,2,2,1,"Formalin/5weeks","1","1",NA,1,NA,NA,NA,NA,"trawl84.sas7bdat, trawl84.dat",54774,"1984-08-16_40_17_6","1984-08-16_40_17_6_2_2_1.85_58",8,1984,NA,NA,NA,"","","","AA - Living Data Program - 2025","Different values found; updated using .dat file","x"
"1984-08-16","TR 5 MID LAKE",40,"Kennedy L (Clay)","1985-03-11","18",NA,NA,NA,NA,"00:42:00","00:57:00","15",6,17,"TR",2,"Stickleback","ADULTS",58,1.85,"std weight = weight/1.115100",NA,18,2,1,"Formalin/5weeks","1","1",NA,NA,NA,NA,NA,NA,"trawl84.dat",40482,"1984-08-16_40_17_6","1984-08-16_40_17_6_2_2_1.85_58",8,1984,NA,NA,NA,"","","","AA - Living Data Program - 2025","Single-row","x"
"1984-11-18","TR 5 EAST OFFSHORE",40,"Kennedy L (Clay)","1985-03-29","18",NA,NA,"21:50:56","22:05:52","21:51:00","22:06:00","15",20,20,"TR",2,"Stickleback","FRY",26,0.16,"std weight = weight/1.115100",0.14,38,29,1,"Formalin/5weeks","1","0",NA,0,NA,NA,NA,NA,"trawl84.sas7bdat, trawl84.dat",47510,"1984-11-18_40_20_20","1984-11-18_40_20_20_2_29_0.16_26",11,1984,NA,NA,NA,"","","","AA - Living Data Program - 2025","Different values found; updated using .dat file","x"
"1984-11-18","TR 5 EAST OFFSHORE",40,"Kennedy L (Clay)","1985-03-29","18",NA,NA,NA,NA,"21:51:00","22:06:00","15",20,20,"TR",2,"Stickleback","SUB ADULTS",26,0.16,"std weight = weight/1.115100",NA,62,29,1,"Formalin/5weeks","1","2",NA,NA,NA,NA,NA,NA,"trawl84.dat",55444,"1984-11-18_40_20_20","1984-11-18_40_20_20_2_29_0.16_26",11,1984,NA,NA,NA,"","","","AA - Living Data Program - 2025","Single-row","x"
"1985-07-11","TR 3-4",40,"Kennedy L (Clay)","1986-02-24","31",NA,NA,"03:26:00","03:41:00","03:26:00","03:41:00","15 MIN",8,5,"TRAWL",2,"Stickleback","SUB ADULTS",41,0.74,"std weight = weight/1.115100",0.66,9,6,1,"Formalin/5weeks","1","1",NA,1,NA,NA,NA,NA,"trawl85.sas7bdat, trawl85.dat",32989,"1985-07-11_40_5_8","1985-07-11_40_5_8_2_6_0.74_41",7,1985,NA,"",NA,NA,"",NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x"
"1985-07-11","TR 3-4",40,"Kennedy L (Clay)","1986-02-24","31",NA,NA,NA,NA,"03:26:00","03:41:00","15 MIN",8,5,"TRAWL",2,"Stickleback","STICKLE ADULTS",41,0.74,"std weight = weight/1.115100",NA,46,6,1,"Formalin/5weeks","1","1",NA,NA,NA,NA,NA,NA,"trawl85.dat",28076,"1985-07-11_40_5_8","1985-07-11_40_5_8_2_6_0.74_41",7,1985,NA,"",NA,NA,"",NA,"AA - Living Data Program - 2025","Single-row","x"
"1987-09-17","N",3,"Henderson Lk","1988-04-12","13",NA,NA,"00:05:00",NA,"00:05:00",NA,"15",15,13,"TRAWL",2,"Stickleback","STICKLEBACK",61,2.75,NA,2.47,45,24,35,NA,"2","0",NA,0,"",NA,NA,NA,"trawl87.sas7bdat, trawl87.dat",9157,"1987-09-17_3_13_15","1987-09-17_3_13_15_2_24_2.75_61",9,1987,NA,NA,"0 0% ALCOHOL - WGHD AFT 5 WKS","",NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x"
"1987-09-17","N",3,"Henderson Lk","1988-04-12","13",NA,NA,NA,NA,"00:05:00",NA,"15",15,13,"TRAWL",2,"Stickleback","STICKLEBACK",61,2.75,"std weight = weight/1.115100",NA,48,24,1,"Formalin/5weeks","2","0",NA,NA,NA,NA,NA,NA,"trawl87.dat",8521,"1987-09-17_3_13_15","1987-09-17_3_13_15_2_24_2.75_61",9,1987,NA,NA,"FORMALIN - WGHD AFT 5 WKS","",NA,NA,"AA - Living Data Program - 2025","Single-row","x"
"1991-06-20","BEACH SEINE.SITE 4A.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-22","37",NA,NA,"100:38:24.00000",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",30,0.12,"std weight = weight/0.868429",0.14,17,11,2,"70% ETOH/5weeks","2","0","",0,"",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35235,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_11_0.12_30",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x"
"1991-06-20","BEACH SEINE.SITE 5A.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-22","37",NA,NA,NA,NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",30,0.12,"std weight = weight/0.868429",NA,48,11,2,"70% ETOH/5weeks","2","0","",NA,NA,NA,NA,NA,"TRAWL91.dat",36097,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_11_0.12_30",6,1991,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Single-row","x"
"1991-06-20","BEACH SEINE.SITE 5B.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,"100:38:24.00000",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",30,0.14,"std weight = weight/0.868429",0.16,34,11,2,"70% ETOH/5weeks","2","0","",0,"",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",36465,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_11_0.14_30",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x"
"1991-06-20","SUPPLEMENTAL.SECONDARY SEINING.WEST SHORE SITE 5.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-21","37",NA,NA,NA,NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",30,0.14,"std weight = weight/0.868429",NA,104,11,2,"70% ETOH/5weeks","2","0","",NA,NA,NA,NA,NA,"TRAWL91.dat",35501,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_11_0.14_30",6,1991,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Single-row","x"
"1991-06-20","BEACH SEINE.SITE 4A.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-22","37",NA,NA,"100:38:24.00000",NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",31,0.12,"std weight = weight/0.868429",0.14,17,13,2,"70% ETOH/5weeks","2","0","",0,"",NA,NA,NA,"trawl91.sas7bdat, TRAWL91.dat",35243,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_13_0.12_31",6,1991,"",NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Different values found; updated using .dat file","x"
"1991-06-20","BEACH SEINE.SITE 5A.NO TIME OR DURATION TIME.NO DEPTH.",67,"Trapper Lk","1992-01-22","37",NA,NA,NA,NA,"99:99:00",NA,"99",99,1,"NET",7,"Sockeye (Fry)","SOCKEYE (FRY)",31,0.12,"std weight = weight/0.868429",NA,48,13,2,"70% ETOH/5weeks","2","0","",NA,NA,NA,NA,NA,"TRAWL91.dat",36105,"1991-06-20_67_1_99","1991-06-20_67_1_99_7_13_0.12_31",6,1991,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,"AA - Living Data Program - 2025","Single-row","x"
